Lat, Lon, Ice_surf, Ice_base, Distance, X_coord, Y_coord
81.828861,-50.671924,31.5685,-90.9815,1681.42887,-87624.5999,-882259.541
81.828729,-50.671802,31.4754,-91.1746,1695.92157,-87624.1414,-882274.026
81.828595,-50.671678,31.3646,-91.3854,1710.63418,-87623.6736,-882288.732
81.828463,-50.671554,31.2625,-91.5975,1725.13096,-87623.1842,-882303.22
81.828329,-50.67143,31.1617,-91.7983,1739.84358,-87622.7162,-882317.925
81.828195,-50.671304,31.0609,-92.0091,1754.56027,-87622.2174,-882332.633
81.828063,-50.67118,30.9489,-92.2211,1769.05707,-87621.7278,-882347.122
81.82793,-50.671056,30.8468,-92.4232,1783.66179,-87621.2489,-882361.719
81.827796,-50.67093,30.736,-92.634,1798.3785,-87620.7499,-882376.427
81.827664,-50.670805,30.634,-92.836,1812.87738,-87620.2447,-882390.917
81.82753,-50.670679,30.5335,-93.0465,1827.5941,-87619.7456,-882405.625
81.827397,-50.670554,30.4219,-93.2581,1842.20088,-87619.251,-882420.224
